Player_name,Date_of_Birth,Position,Age,Place_of_Birth,Nation,Grip,Youth_Team,Height_cm,Height_ft,Weight_kg,Weight_lbs,Awards,Player_link
Fredrik Norrena,1973-11-29 00:00:00,G,49,"Pietarsaari, FIN",Finland,L,IFK Lepplax,183,"6'0""",86,190 lbs,"{""1993-1994"": [""European Cup Champion"", ""SM-liiga Silver Medal""], ""1994-1995"": [""SM-liiga Champion""], ""1995-1996"": [""SM-liiga Silver Medal""], ""1998-1999"": [""SM-liiga Champion""], ""1999-2000"": [""Liiga Best GAA  (1.79)"", ""SM-liiga Best SVS%  (.935)"", ""SM-liiga Champion""], ""2000-2001"": [""Liiga Best GAA  (1.75)"", ""SM-liiga Champion""], ""2002-2003"": [""Elitserien Champion""], ""2003-2004"": [""Elitserien Best GAA"", ""Elitserien Best SVS%"", ""SHL Most Shutouts  (9)""], ""2005-2006"": [""Olympic Silver Medal"", ""World Championship Best GAA  (1.11)"", ""World Championship Best SVS%  (.951)"", ""World Championship Bronze Medal"", ""World Championship Top 3 Player on Team""], ""2006-2007"": [""World Championship Silver Medal""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2010-2011"": [""SHL Most Shutouts  (9)""], ""2017-2018"": [""Finnish Hockey Hall of Fame (J\u00e4\u00e4kiekkoleijona)  (#243)""]}",https://www.eliteprospects.com/player/559/fredrik-norrena
Vyacheslav Buravchikov,1987-05-22 00:00:00,D,36,"Moskva, RUS",Russia,L,Krylia Sovetov Moskva,187,"6'2""",92,203 lbs,"{""2004-2005"": [""U18 WJC All-Star Team"", ""U18 WJC Most Assists by Defenseman  (4)"", ""U18 WJC Most Goals by Defenseman  (3)"", ""U18 WJC Most Points by Defenseman  (7)""], ""2005-2006"": [""U20 WJC Silver Medal""], ""2006-2007"": [""U20 WJC Silver Medal"", ""U20 WJC Top 3 Player on Team""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/9261/vyacheslav-buravchikov
Dmitri Kosmachyov,1985-06-07 00:00:00,D,38,"Nizhny Novgorod, RUS",Russia,R,Torpedo Nizhny Novgorod,192,"6'4""",105,231 lbs,"{""2001-2002"": [""U18 WJC Silver Medal""], ""2002-2003"": [""U18 WJC Bronze Medal""], ""2008-2009"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/9581/dmitri-kosmachyov
Yevgeni Medvedev,1982-08-27 00:00:00,D,40,"Chelyabinsk, RUS",Russia,L,Mechel Chelyabinsk,189,"6'2""",87,192 lbs,"{""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion""], ""2011-2012"": [""KHL All-Star Game"", ""KHL Defenseman of the Month  (December)"", ""World Championship Gold Medal""], ""2012-2013"": [""KHL All-Star Game"", ""KHL Defenseman of the Month  (September)""], ""2013-2014"": [""KHL All-Star Game"", ""World Championship Gold Medal""], ""2014-2015"": [""World Championship Silver Medal""], ""2016-2017"": [""KHL All-Star Game""], ""2017-2018"": [""KHL All-Star Game"", ""KHL Defenseman of the Week  (Jan. 8)""]}",https://www.eliteprospects.com/player/16728/yevgeni-medvedev
Andrei Mukhachyov,1980-07-21 00:00:00,D,42,"Yekaterinburg, RUS",Russia,L,Spartakovets Yekaterinburg,192,"6'4""",95,209 lbs,"{""1997-1998"": [""U18 EJC Bronze Medal""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/19387/andrei-mukhachyov
Ilya Nikulin,1982-03-12 00:00:00,D,41,"Moskva, RUS",Russia,L,Spartak Moskva,190,"6'3""",96,212 lbs,"{""1999-2000"": [""U18 WJC Silver Medal""], ""2004-2005"": [""RSL Champion""], ""2005-2006"": [""RSL Champion""], ""2006-2007"": [""World Championship Bronze Medal""], ""2007-2008"": [""Continental Cup Best Defenseman"", ""Continental Cup Champion"", ""World Championship Gold Medal""], ""2008-2009"": [""KHL All-Star Game"", ""KHL Defenseman of the Month  (March)"", ""KHL Defenseman of the Month  (October)"", ""KHL First All-Star Team"", ""KHL Gagarin Cup Champion"", ""KHL Playoffs Best Plus/Minus  (+13)"", ""KHL Playoffs Most Points by Defenseman  (10)"", ""World Championship Gold Medal""], ""2009-2010"": [""KHL All-Star Game"", ""KHL Defenseman of the Month  (April)"", ""KHL Gagarin Cup Champion"", ""KHL Playoffs MVP"", ""World Championship Silver Medal""], ""2010-2011"": [""KHL All-Star Game"", ""KHL Most Assists by Defenseman  (35)"", ""World Championship Top 3 Player on Team""], ""2011-2012"": [""KHL All-Star Game"", ""World Championship All-Star Team"", ""World Championship Gold Medal"", ""World Championship Top 3 Player on Team""], ""2012-2013"": [""KHL All-Star Game"", ""KHL First All-Star Team"", ""KHL Playoffs Most Goals by Defenseman  (4)""], ""2014-2015"": [""KHL All-Star Game""], ""2016-2017"": [""KHL Defenseman of the Week  (Dec. 25)""], ""2017-2018"": [""KHL All-Star Game""]}",https://www.eliteprospects.com/player/9558/ilya-nikulin
Grigori Panin,1985-11-24 00:00:00,D,37,"Karaganda, KAZ","Russia
    
            / 
            Kazakhstan",L,-,183,"6'0""",83,183 lbs,"{""2004-2005"": [""U20 WJC Silver Medal""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion"", ""KHL Playoffs Most Penalized Player  (69 min)""], ""2009-2010"": [""KHL Gagarin Cup Champion""], ""2016-2017"": [""KHL Defenseman of the Week  (Feb. 19)"", ""KHL Playoffs Most Penalized Player  (56 min)""], ""2017-2018"": [""KHL Defenseman of the Week  (Dec. 31)"", ""KHL Defenseman of the Week  (Gagarin Cup 1st round)"", ""KHL Playoffs Most Goals by Defenseman  (3)"", ""KHL Playoffs Most Hits  (44)""], ""2022-2023"": [""KHL Defenseman of the Week  (Dec. 12)""]}",https://www.eliteprospects.com/player/16730/grigori-panin
Andrei Pervyshin,1985-02-02 00:00:00,D,38,"Arkhangelsk, RUS",Russia,L,Spartak Arkhangelsk,174,"5'9""",77,170 lbs,"{""2002-2003"": [""RSL Champion"", ""U18 WJC Bronze Medal""], ""2005-2006"": [""RSL Champion""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion"", ""KHL Gentleman Award"", ""KHL Playoffs Most Assists by Defenseman  (9)"", ""KHL Playoffs Most Points by Defenseman  (10)""], ""2009-2010"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/12231/andrei-pervyshin
Yakov Seleznyov,1989-08-04 00:00:00,D,33,"Yelabuga, RUS",Russia,L,Molot Perm,190,"6'3""",98,216 lbs,"{""2006-2007"": [""U18 WJC Gold Medal""], ""2007-2008"": [""U20 WJC Bronze Medal""], ""2018-2019"": [""Continental Cup Champion""]}",https://www.eliteprospects.com/player/11871/yakov-seleznyov
Vasili Tokranov,1989-08-02 00:00:00,D,33,"Almetievsk, RUS",Russia,L,Neftyanik Almetievsk,184,"6'0""",95,209 lbs,"{""2006-2007"": [""U18 WJC Gold Medal""], ""2008-2009"": [""U20 WJC Bronze Medal""], ""2017-2018"": [""KHL Defenseman of the Month  (April)"", ""KHL Defenseman of the Week  (Gagarin Cup Semifinals)"", ""KHL Gagarin Cup Champion"", ""KHL Playoffs Most Goals by Defenseman  (3)""], ""2019-2020"": [""KHL Defenseman of the Month  (February)"", ""KHL Defenseman of the Week  (Feb. 24)""]}",https://www.eliteprospects.com/player/11872/vasili-tokranov
Alexei Yemelin,1986-04-25 00:00:00,D,37,"Togliatti, RUS",Russia,L,Lada Togliatti,186,"6'1""",102,225 lbs,"{""2003-2004"": [""U18 WJC Gold Medal""], ""2004-2005"": [""U20 WJC Silver Medal""], ""2005-2006"": [""Continental Cup Champion"", ""U20 WJC Most Assists by Defenseman  (5)"", ""U20 WJC Most Points by Defenseman  (7)"", ""U20 WJC Silver Medal""], ""2006-2007"": [""World Championship Bronze Medal""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion"", ""KHL Playoffs Most Points by Defenseman  (13)"", ""World Championship Most Penalized Player  (33)"", ""World Championship Silver Medal""], ""2011-2012"": [""World Championship Gold Medal""], ""2012-2013"": [""KHL All-Star Game  (Selected, did not play)""], ""2015-2016"": [""World Championship Bronze Medal""], ""2018-2019"": [""KHL Defenseman of the Week  (Dec. 24)""], ""2020-2021"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/9253/alexei-yemelin
Nikita Alexeyev,1981-12-27 00:00:00,RW/LW,41,"Murmansk, RUS",Russia,L,-,197,"6'6""",103,227 lbs,"{""1999-2000"": [""CHL Top Prospects Game""], ""2000-2001"": [""OHL Third All-Star Team""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion"", ""KHL Gagarin Cup Clinching Goal""]}",https://www.eliteprospects.com/player/10221/nikita-alexeyev
Alexei Badyukov,1978-04-20 00:00:00,C,45,"Moskva, RUS",Russia,R,Dynamo Moskva,184,"6'0""",93,205 lbs,"{""2005-2006"": [""RSL Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/16741/alexei-badyukov
Stanislav Bocharov,1991-06-20 00:00:00,RW,31,"Khabarovsk, RUS",Russia,L,Amur Khabarovsk,181,"5'11""",93,205 lbs,"{""2009-2010"": [""MHL All-Star Game"", ""MHL Playoffs Most Assists  (12)""], ""2010-2011"": [""MHL All-Star Game"", ""U20 WJC Gold Medal"", ""VHL Rookie of the Month  (February)""], ""2011-2012"": [""KHL Rookie of the Month  (January)""]}",https://www.eliteprospects.com/player/22928/stanislav-bocharov
Alexander Burmistrov,1991-10-21 00:00:00,C,31,"Kazan, RUS",Russia,L,Ak Bars Kazan,185,"6'1""",85,187 lbs,"{""2008-2009"": [""U18 WJC Silver Medal""], ""2009-2010"": [""CHL Top Prospects Game""], ""2013-2014"": [""World Championship Gold Medal""], ""2015-2016"": [""World Championship Bronze Medal""], ""2017-2018"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/22927/alexander-burmistrov
Jukka Hentunen,1974-05-03 00:00:00,RW,49,"Joroinen, FIN",Finland,R,Warkis,178,"5'10""",90,198 lbs,"{""1998-1999"": [""SM-liiga Bronze Medal""], ""1999-2000"": [""SM-liiga Bronze Medal"", ""World Championship Best Plus/Minus  (+9)"", ""World Championship Bronze Medal""], ""2000-2001"": [""SM-liiga Player of the Month  (January)"", ""World Championship Silver Medal""], ""2004-2005"": [""World Cup Runner Up""], ""2005-2006"": [""NLA Champion  (Lugano)"", ""Olympic Silver Medal"", ""World Championship Bronze Medal""], ""2006-2007"": [""World Championship Silver Medal""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion"", ""KHL Playoffs Most Goals  (9)""], ""2009-2010"": [""SM-liiga Most Goals (Aarne Honkavaara Trophy)  (28)""], ""2016-2017"": [""Finnish Hockey Hall of Fame (J\u00e4\u00e4kiekkoleijona)  (#236)""]}",https://www.eliteprospects.com/player/2709/jukka-hentunen
Niko Kapanen,1978-04-29 00:00:00,C,45,"Hämeenlinna, FIN",Finland,L,HPK,177,"5'10""",80,176 lbs,"{""1995-1996"": [""U18 EJC Silver Medal""], ""1996-1997"": [""SM-liiga Bronze Medal""], ""1997-1998"": [""Liiga Most Shorthanded Goals  (1)"", ""U20 WJC Gold Medal""], ""1998-1999"": [""SM-liiga Bronze Medal""], ""1999-2000"": [""SM-liiga Bronze Medal"", ""SM-liiga Playoffs Most Assists  (9)"", ""World Championship Best Plus/Minus  (+9)"", ""World Championship Bronze Medal""], ""2000-2001"": [""SM-liiga Champion"", ""World Championship Silver Medal""], ""2002-2003"": [""NHL Most Assists by Rookie  (29)"", ""NHL YoungStars Roster""], ""2004-2005"": [""World Cup Runner Up""], ""2005-2006"": [""Olympic Silver Medal""], ""2006-2007"": [""World Championship Silver Medal""], ""2007-2008"": [""World Championship Bronze Medal""], ""2008-2009"": [""Finnish Player of the Year"", ""KHL Gagarin Cup Champion"", ""World Championship Most Goals  (7)"", ""World Championship Top 3 Player on Team""], ""2009-2010"": [""KHL Gagarin Cup Champion"", ""Olympic Bronze Medal""], ""2010-2011"": [""World Championship Gold Medal""], ""2014-2015"": [""KHL Forward of the Week  (Jan. 4)""], ""2020-2021"": [""Finnish Hockey Hall of Fame (J\u00e4\u00e4kiekkoleijona)  (#258)""]}",https://www.eliteprospects.com/player/2688/niko-kapanen
Dmitri Kazionov,1984-05-13 00:00:00,C/LW,39,"Perm, RUS",Russia,L,Dynamo Moskva,189,"6'2""",94,207 lbs,"{""2001-2002"": [""U18 WJC Silver Medal""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion""], ""2013-2014"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/12233/dmitri-kazionov
Gleb Klimenko,1983-07-28 00:00:00,LW/RW,39,"Khabarovsk, RUS",Russia,R,Amur Khabarovsk,174,"5'9""",81,179 lbs,"{""2008-2009"": [""KHL Gagarin Cup Champion""], ""2010-2011"": [""KHL Forward of the Month  (March)"", ""KHL Playoffs Most Game-Winning Goals  (3)"", ""KHL Playoffs Most Goals  (10)"", ""Spengler Cup Winner  (SKA St. Petersburg)""], ""2016-2017"": [""Belarus Champion""], ""2017-2018"": [""Polish Champion  (GKS Tychy)""], ""2018-2019"": [""Poland Playoffs Most Goals  (7)"", ""Poland Playoffs Most Penalized Player  (55)"", ""Polish Champion  (GKS Tychy)""], ""2019-2020"": [""Polish Champion  (GKS Tychy)""]}",https://www.eliteprospects.com/player/19470/gleb-klimenko
Andrei Kuzmin,1981-04-15 00:00:00,LW,42,"Penza, RUS",Russia,L,Dizel Penza,180,"5'11""",95,209 lbs,"{""2008-2009"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/19218/andrei-kuzmin
Alexei Morozov,1977-02-16 00:00:00,RW,46,"Moskva, RUS",Russia,L,Krylia Sovetov Moskva,187,"6'2""",93,205 lbs,"{""1994-1995"": [""U18 EJC All-Star Team""], ""1995-1996"": [""U20 WJC All-Star Team"", ""U20 WJC Bronze Medal"", ""U20 WJC Most Goals  (5)""], ""1996-1997"": [""U20 WJC Best Forward"", ""U20 WJC Bronze Medal""], ""1997-1998"": [""Olympic Silver Medal""], ""2005-2006"": [""RSL Champion"", ""RSL Most Goals"", ""RSL Most Valuable Player""], ""2006-2007"": [""RSL Most Goals"", ""RSL Most Points"", ""World Championship All-Star Team"", ""World Championship Best Forward"", ""World Championship Bronze Medal"", ""World Championship Most Goals  (8)"", ""World Championship Top 3 Player on Team""], ""2007-2008"": [""Continental Cup Champion"", ""World Championship Gold Medal""], ""2008-2009"": [""KHL All-Star Game"", ""KHL First All-Star Team"", ""KHL Gagarin Cup Champion"", ""KHL Gagarin Cup Clinching Goal"", ""KHL Playoffs Most Assists  (11)"", ""KHL Playoffs Most Points  (19)"", ""KHL Playoffs MVP"", ""World Championship Gold Medal""], ""2009-2010"": [""KHL All-Star Game"", ""KHL Gagarin Cup Champion""], ""2010-2011"": [""KHL All-Star Game"", ""KHL Best Plus/Minus  (27)""], ""2012-2013"": [""KHL All-Star Game""]}",https://www.eliteprospects.com/player/11044/alexei-morozov
Tony Mårtensson,1980-06-23 00:00:00,C,42,"Märsta, SWE",Sweden,L,RA73,184,"6'0""",84,185 lbs,"{""1997-1998"": [""U18 EJC Gold Medal""], ""2005-2006"": [""World Championship Gold Medal""], ""2006-2007"": [""Elitserien SM Silver Medal"", ""World Championship Top 3 Player on Team""], ""2007-2008"": [""Elitserien All-Star Team"", ""Elitserien Most Assists"", ""Elitserien Most Assists Playoffs  (15)"", ""Elitserien Most Points  (67)"", ""Elitserien Most Valuable Player (Guldhj\u00e4lmen)"", ""Elitserien SM Silver Medal"", ""World Championship Top 3 Player on Team""], ""2008-2009"": [""KHL All-Star Game"", ""KHL Gagarin Cup Champion"", ""World Championship Bronze Medal""], ""2009-2010"": [""Elitserien All-Star Team"", ""World Championship Bronze Medal""], ""2010-2011"": [""Spengler Cup Winner  (SKA St. Petersburg)""], ""2011-2012"": [""KHL All-Star Game"", ""KHL Best Plus/Minus  (35)"", ""KHL Gentleman Award"", ""KHL Most Points by Foreigner  (61)""], ""2012-2013"": [""KHL All-Star Game""], ""2014-2015"": [""KHL Gagarin Cup Champion""], ""2015-2016"": [""NLA Most Goals Playoffs  (8)""]}",https://www.eliteprospects.com/player/59/tony-martensson
Dmitri Obukhov,1983-07-09 00:00:00,RW,39,"Kazan, RUS",Russia,L,Ak Bars Kazan,183,"6'0""",93,205 lbs,"{""2005-2006"": [""RSL Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion""], ""2017-2018"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/19385/dmitri-obukhov
Kirill Petrov,1990-04-13 00:00:00,RW,33,"Kazan, RUS",Russia,L,Ak Bars Kazan,191,"6'3""",106,234 lbs,"{""2006-2007"": [""U18 WJC Gold Medal""], ""2007-2008"": [""U18 WJC All-Star Team"", ""U18 WJC Best Forward"", ""U18 WJC Silver Medal"", ""U18 WJC Top 3 Player on Team""], ""2008-2009"": [""KHL Gagarin Cup Champion"", ""U20 WJC Bronze Medal""], ""2009-2010"": [""KHL Gagarin Cup Champion"", ""U20 WJC Top 3 Player on Team""]}",https://www.eliteprospects.com/player/11870/kirill-petrov
Oleg Petrov,1971-04-18 00:00:00,LW,52,"Moskva, RUS","Russia
    
            / 
            Canada",L,CSKA Moskva,178,"5'10""",81,179 lbs,"{""1988-1989"": [""U18 EJC Gold Medal""], ""1990-1991"": [""U20 WJC Silver Medal""], ""1991-1992"": [""Spengler Cup Winner  (CSKA Moskva)""], ""1993-1994"": [""NHL All-Rookie Team""], ""1997-1998"": [""NLA Most Assists  (63)"", ""NLA Most Points  (93)""], ""1998-1999"": [""NLA Forward of the Year"", ""NLA Most Assists  (52)"", ""NLA Most Points  (87)"", ""NLA Most Points Playoffs  (20)""], ""2003-2004"": [""Spengler Cup All-Star Team"", ""Spengler Cup MVP""], ""2004-2005"": [""NLA Most Goals  (30)"", ""Spengler Cup Winner  (Davos)""], ""2006-2007"": [""Spengler Cup Winner  (Davos)""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Faith Towards Hockey Award"", ""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/10844/oleg-petrov
Grigori Shafigulin,1985-01-13 00:00:00,C,38,"Chelyabinsk, RUS",Russia,L,Traktor Chelyabinsk,193,"6'4""",103,227 lbs,"{""2002-2003"": [""RSL Champion"", ""U18 WJC Bronze Medal""], ""2004-2005"": [""U20 WJC Silver Medal""], ""2007-2008"": [""Continental Cup Champion""], ""2011-2012"": [""KHL Gagarin Cup Champion""], ""2012-2013"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/9586/grigori-shafigulin
Alexander Stepanov,1979-04-26 00:00:00,RW,44,"Moskva, RUS",Russia,L,Dynamo Moskva,175,"5'9""",101,223 lbs,"{""1999-2000"": [""RSL Champion""], ""2004-2005"": [""RSL Champion""], ""2005-2006"": [""RSL Champion""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion""], ""2009-2010"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/16729/alexander-stepanov
Danis Zaripov,1981-03-26 00:00:00,RW,42,"Chelyabinsk, RUS",Russia,L,Mechel Chelyabinsk,184,"6'0""",89,196 lbs,"{""2005-2006"": [""RSL Champion""], ""2006-2007"": [""World Championship Best Plus/Minus  (+10)"", ""World Championship Bronze Medal""], ""2007-2008"": [""Continental Cup Champion"", ""World Championship Gold Medal""], ""2008-2009"": [""KHL All-Star Game"", ""KHL First All-Star Team"", ""KHL Forward of the Month  (December)"", ""KHL Forward of the Month  (February)"", ""KHL Gagarin Cup Champion"", ""KHL Golden Stick (Regular Season MVP) Award"", ""KHL Iron Man Award"", ""World Championship Gold Medal""], ""2009-2010"": [""KHL All-Star Game"", ""KHL Gagarin Cup Champion""], ""2013-2014"": [""KHL All-Star Game"", ""KHL First All-Star Team"", ""KHL Forward of the Month  (October)"", ""KHL Gagarin Cup Champion"", ""World Championship Gold Medal"", ""World Championship Most Assists  (10)""], ""2014-2015"": [""KHL All-Star Game"", ""KHL Forward of the Week  (Sep. 28)"", ""KHL Forward of the Week  (Nov. 2)"", ""World Championship Silver Medal""], ""2015-2016"": [""KHL All-Star Game"", ""KHL Forward of the Month  (December)"", ""KHL Forward of the Week  (Dec. 27)"", ""KHL Gagarin Cup Champion"", ""KHL Iron Man Award"", ""KHL Most Game-Winning Goals  (8)""], ""2016-2017"": [""KHL All-Star Game"", ""KHL Forward of the Month  (March)"", ""KHL Forward of the Week  (Jan. 22)"", ""KHL Forward of the Week  (Gagarin Cup Quarterfinals)"", ""KHL Playoffs Most Game-Winning Goals  (3)"", ""KHL Playoffs Most Goals  (15)""], ""2017-2018"": [""KHL Gagarin Cup Champion""], ""2018-2019"": [""KHL All-Star Game""], ""2019-2020"": [""KHL All-Star Game""]}",https://www.eliteprospects.com/player/11045/danis-zaripov
Mikhail Zhukov,1985-01-03 00:00:00,C/RW,38,"St. Petersburg, RUS","Russia
    
            / 
            Sweden",L,SKA St. Petersburg,190,"6'3""",94,207 lbs,"{""2000-2001"": [""J18 SM Gold Medal""], ""2005-2006"": [""RSL Champion""], ""2007-2008"": [""Continental Cup Champion""], ""2008-2009"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/849/mikhail-zhukov
Sergei Zinovyev,1980-03-04 00:00:00,C,43,"Prokopyevsk, RUS",Russia,L,Shakhter Prokopievsk,180,"5'11""",80,176 lbs,"{""1999-2000"": [""U20 WJC Silver Medal""], ""2004-2005"": [""World Championship Bronze Medal""], ""2005-2006"": [""RSL Champion""], ""2006-2007"": [""World Championship Best Plus/Minus  (+10)"", ""World Championship Bronze Medal"", ""World Championship Most Assists  (10)""], ""2007-2008"": [""Continental Cup Champion"", ""World Championship Gold Medal""], ""2008-2009"": [""Spengler Cup Winner  (Dynamo Moskva)"", ""World Championship Gold Medal""], ""2009-2010"": [""KHL All-Star Game""], ""2010-2011"": [""KHL Gagarin Cup Champion""]}",https://www.eliteprospects.com/player/12285/sergei-zinovyev
Ilya Andryukhov,1990-05-25 00:00:00,G,33,"Barnaul, RUS","Russia
    
            / 
            Germany",L,Motor Barnaul,187,"6'2""",92,203 lbs,"{""2014-2015"": [""VHL Best Goaltender""], ""2016-2017"": [""Universiade Gold Medal""], ""2019-2020"": [""Ukraine Silver Medal""]}",https://www.eliteprospects.com/player/77179/ilya-andryukhov
